investor_id,transaction_date,amfi_code,transaction_type,amount_inr,state,city,city_tier,age_group,gender,annual_income_lakh,payment_mode,kyc_status
INV003011,06-09-2025,119003,Lumpsum,25000,Maharashtra,Hyderabad,T30,46-55,Female,17.4,UPI,Verified
INV003011,09-09-2024,120850,SIP,500,Maharashtra,Hyderabad,T30,46-55,Female,17.4,Net Banking,Verified
INV003011,21-03-2023,119008,SIP,500,Maharashtra,Hyderabad,T30,46-55,Female,17.4,Cheque,Verified
INV003011,14-05-2022,118991,Lumpsum,3000,Maharashtra,Hyderabad,T30,46-55,Female,17.4,Cheque,Verified
INV003011,21-05-2024,119003,SIP,1000,Maharashtra,Hyderabad,T30,46-55,Female,17.4,UPI,Verified
INV003012,13-12-2024,119555,Redemption,1000,Telangana,Jaipur,T30,26-35,Male,16.2,Net Banking,Verified
INV003012,26-09-2025,120717,Redemption,100000,Telangana,Jaipur,T30,26-35,Male,16.2,UPI,Verified
INV003012,24-09-2024,125496,SIP,50000,Telangana,Jaipur,T30,26-35,Male,16.2,UPI,Verified
INV003012,17-01-2024,120848,SIP,25000,Telangana,Jaipur,T30,26-35,Male,16.2,Cheque,Verified
INV003012,10-07-2023,120503,SIP,25000,Telangana,Jaipur,T30,26-35,Male,16.2,UPI,Verified
INV003012,17-07-2025,119553,SIP,50000,Telangana,Jaipur,T30,26-35,Male,16.2,UPI,Verified
INV003012,30-06-2023,120507,SIP,25000,Telangana,Jaipur,T30,26-35,Male,16.2,Mandate,Verified
INV003013,11-07-2022,125362,Lumpsum,100000,Uttar Pradesh,Vadodara,B30,46-55,Female,19.9,UPI,Verified
INV003013,19-10-2024,119000,SIP,3000,Uttar Pradesh,Vadodara,B30,46-55,Female,19.9,Cheque,Verified
INV003013,26-05-2024,125362,Lumpsum,5000,Uttar Pradesh,Vadodara,B30,46-55,Female,19.9,UPI,Verified
INV003013,08-08-2024,119002,Redemption,10000,Uttar Pradesh,Vadodara,B30,46-55,Female,19.9,Mandate,Verified
INV003013,14-12-2025,119004,Lumpsum,25000,Uttar Pradesh,Vadodara,B30,46-55,Female,19.9,Mandate,Verified
INV003013,05-08-2022,119008,Lumpsum,5000,Uttar Pradesh,Vadodara,B30,46-55,Female,19.9,UPI,Verified
INV003013,31-01-2023,118989,SIP,5000,Uttar Pradesh,Vadodara,B30,46-55,Female,19.9,Cheque,Verified
INV003013,30-08-2025,119847,SIP,10000,Uttar Pradesh,Vadodara,B30,46-55,Female,19.9,UPI,Verified
INV003014,03-04-2024,119001,SIP,50000,Telangana,Bengaluru,T30,46-55,Male,39.6,UPI,Verified
INV003014,24-11-2022,125356,SIP,3000,Telangana,Bengaluru,T30,46-55,Male,39.6,Cheque,Verified
INV003014,24-07-2025,125497,Lumpsum,25000,Telangana,Bengaluru,T30,46-55,Male,39.6,Net Banking,Verified
INV003014,12-10-2025,119555,Redemption,5000,Telangana,Bengaluru,T30,46-55,Male,39.6,UPI,Verified
INV003014,11-02-2025,119005,SIP,3000,Telangana,Bengaluru,T30,46-55,Male,39.6,Cheque,Verified
INV003014,27-12-2023,120848,Lumpsum,1000,Telangana,Bengaluru,T30,46-55,Male,39.6,Mandate,Verified
INV003014,01-08-2023,125496,Lumpsum,100000,Telangana,Bengaluru,T30,46-55,Male,39.6,Mandate,Verified
INV003014,29-11-2025,119008,Lumpsum,5000,Telangana,Bengaluru,T30,46-55,Male,39.6,UPI,Verified
INV003015,05-06-2022,119551,Redemption,500,Delhi,Jaipur,T30,56+,Male,35.1,Cheque,Verified
INV003015,08-05-2023,118632,Redemption,3000,Delhi,Jaipur,T30,56+,Male,35.1,UPI,Verified
INV003015,17-08-2023,125499,SIP,5000,Delhi,Jaipur,T30,56+,Male,35.1,UPI,Verified
INV003015,23-09-2023,119009,Lumpsum,3000,Delhi,Jaipur,T30,56+,Male,35.1,Cheque,Verified
INV003015,21-09-2024,118632,Redemption,1000,Delhi,Jaipur,T30,56+,Male,35.1,Cheque,Verified
INV003015,15-04-2023,119555,SIP,500,Delhi,Jaipur,T30,56+,Male,35.1,Mandate,Verified
INV003015,14-09-2022,120505,SIP,100000,Delhi,Jaipur,T30,56+,Male,35.1,Mandate,Verified
INV003015,03-08-2025,118632,SIP,3000,Delhi,Jaipur,T30,56+,Male,35.1,UPI,Verified
INV003016,01-09-2023,120717,SIP,3000,West Bengal,Jaipur,T30,46-55,Male,11.4,Cheque,Verified
INV003016,27-11-2023,118632,Lumpsum,50000,West Bengal,Jaipur,T30,46-55,Male,11.4,Net Banking,Verified
INV003016,14-03-2024,119551,SIP,3000,West Bengal,Jaipur,T30,46-55,Male,11.4,UPI,Verified
INV003016,28-01-2024,125499,SIP,10000,West Bengal,Jaipur,T30,46-55,Male,11.4,Mandate,Verified
INV003016,11-06-2024,125497,Lumpsum,5000,West Bengal,Jaipur,T30,46-55,Male,11.4,UPI,Verified
INV003016,08-01-2025,119006,Redemption,500,West Bengal,Jaipur,T30,46-55,Male,11.4,Mandate,Verified
INV003016,29-10-2023,119002,SIP,100000,West Bengal,Jaipur,T30,46-55,Male,11.4,UPI,Verified
INV003016,22-04-2025,119002,SIP,10000,West Bengal,Jaipur,T30,46-55,Male,11.4,Mandate,Verified
INV003016,10-05-2024,118991,SIP,100000,West Bengal,Jaipur,T30,46-55,Male,11.4,Mandate,Verified
INV003016,06-02-2024,119551,Lumpsum,3000,West Bengal,Jaipur,T30,46-55,Male,11.4,Mandate,Verified
INV003017,20-12-2023,120850,SIP,1000,Telangana,Surat,T30,36-45,Male,23.9,UPI,Pending
INV003017,03-07-2024,120841,SIP,2000,Telangana,Surat,T30,36-45,Male,23.9,Net Banking,Pending
INV003017,16-12-2022,120505,SIP,5000,Telangana,Surat,T30,36-45,Male,23.9,UPI,Pending
INV003017,05-07-2023,119007,SIP,3000,Telangana,Surat,T30,36-45,Male,23.9,UPI,Pending
INV003017,15-03-2025,119551,SIP,500,Telangana,Surat,T30,36-45,Male,23.9,UPI,Pending
INV003017,20-03-2025,119551,SIP,50000,Telangana,Surat,T30,36-45,Male,23.9,UPI,Pending
INV003018,09-02-2025,120716,Lumpsum,10000,Kerala,Hyderabad,T30,18-25,Male,23.4,Mandate,Verified
INV003018,01-03-2025,120717,SIP,1000,Kerala,Hyderabad,T30,18-25,Male,23.4,UPI,Verified
INV003018,09-02-2025,125356,Lumpsum,3000,Kerala,Hyderabad,T30,18-25,Male,23.4,UPI,Verified
INV003018,10-04-2022,125362,SIP,1000,Kerala,Hyderabad,T30,18-25,Male,23.4,Cheque,Verified
INV003018,17-05-2024,119002,Redemption,2000,Kerala,Hyderabad,T30,18-25,Male,23.4,UPI,Verified
INV003018,08-03-2023,120717,Lumpsum,10000,Kerala,Hyderabad,T30,18-25,Male,23.4,Cheque,Verified
INV003018,18-10-2022,119551,Lumpsum,100000,Kerala,Hyderabad,T30,18-25,Male,23.4,UPI,Verified
INV003018,06-01-2025,119551,Lumpsum,500,Kerala,Hyderabad,T30,18-25,Male,23.4,Mandate,Verified
INV003018,13-04-2025,125501,Redemption,3000,Kerala,Hyderabad,T30,18-25,Male,23.4,Mandate,Verified
INV003019,13-10-2025,119005,SIP,3000,Maharashtra,Kolkata,T30,26-35,Female,25.1,UPI,Verified
INV003019,29-11-2024,119847,SIP,10000,Maharashtra,Kolkata,T30,26-35,Female,25.1,Cheque,Verified
INV003019,22-05-2024,120717,Redemption,500,Maharashtra,Kolkata,T30,26-35,Female,25.1,UPI,Verified
INV003019,07-04-2024,125358,Redemption,3000,Maharashtra,Kolkata,T30,26-35,Female,25.1,Cheque,Verified
INV003019,30-10-2024,119002,Lumpsum,25000,Maharashtra,Kolkata,T30,26-35,Female,25.1,UPI,Verified
INV003019,15-10-2023,125494,Lumpsum,10000,Maharashtra,Kolkata,T30,26-35,Female,25.1,Mandate,Verified
INV003019,26-10-2024,120846,Lumpsum,100000,Maharashtra,Kolkata,T30,26-35,Female,25.1,UPI,Verified
INV003019,09-11-2023,125496,Redemption,2000,Maharashtra,Kolkata,T30,26-35,Female,25.1,Mandate,Verified
INV003019,05-04-2024,119006,SIP,5000,Maharashtra,Kolkata,T30,26-35,Female,25.1,Net Banking,Verified
INV003019,30-09-2022,120848,SIP,25000,Maharashtra,Kolkata,T30,26-35,Female,25.1,Net Banking,Verified
INV003020,14-04-2025,119847,Redemption,100000,Pune,Pune,T30,26-35,Male,26.0,Net Banking,Verified
INV003020,14-10-2025,125358,SIP,100000,Pune,Pune,T30,26-35,Male,26.0,Cheque,Verified
INV003020,13-10-2024,125362,SIP,2000,Pune,Pune,T30,26-35,Male,26.0,Mandate,Verified
INV003021,25-06-2023,125354,SIP,25000,Karnataka,Mumbai,T30,36-45,Female,23.2,Cheque,Verified
INV003021,19-11-2025,125360,Redemption,100000,Karnataka,Mumbai,T30,36-45,Female,23.2,UPI,Verified
INV003021,14-04-2025,120846,Lumpsum,3000,Karnataka,Mumbai,T30,36-45,Female,23.2,Mandate,Verified
INV003021,12-04-2022,125360,SIP,500,Karnataka,Mumbai,T30,36-45,Female,23.2,UPI,Verified
INV003021,22-06-2024,119002,SIP,25000,Karnataka,Mumbai,T30,36-45,Female,23.2,Cheque,Verified
INV003021,28-07-2022,120848,Redemption,2000,Karnataka,Mumbai,T30,36-45,Female,23.2,Net Banking,Verified
INV003022,28-10-2024,119553,SIP,100000,Kerala,Kolkata,T30,18-25,Male,31.5,Mandate,Verified
INV003022,07-07-2023,119847,Redemption,100000,Kerala,Kolkata,T30,18-25,Male,31.5,UPI,Verified
INV003022,01-02-2024,119000,Redemption,1000,Kerala,Kolkata,T30,18-25,Male,31.5,Cheque,Verified
INV003022,02-01-2024,119003,SIP,25000,Kerala,Kolkata,T30,18-25,Male,31.5,UPI,Verified
INV003022,18-06-2025,125360,SIP,50000,Kerala,Kolkata,T30,18-25,Male,31.5,Net Banking,Verified
INV003022,12-06-2025,125501,Lumpsum,500,Kerala,Kolkata,T30,18-25,Male,31.5,UPI,Verified
INV003022,09-02-2024,119007,Lumpsum,5000,Kerala,Kolkata,T30,18-25,Male,31.5,UPI,Verified
INV003022,11-05-2025,125354,SIP,50000,Kerala,Kolkata,T30,18-25,Male,31.5,UPI,Verified
INV003022,21-01-2025,125497,SIP,1000,Kerala,Kolkata,T30,18-25,Male,31.5,UPI,Verified
INV003022,25-11-2024,125358,SIP,500,Kerala,Kolkata,T30,18-25,Male,31.5,Net Banking,Verified
INV003022,04-02-2022,118991,SIP,3000,Kerala,Kolkata,T30,18-25,Male,31.5,Net Banking,Verified
INV003022,08-12-2024,125499,SIP,500,Kerala,Kolkata,T30,18-25,Male,31.5,Cheque,Verified
INV003023,29-04-2022,125356,SIP,50000,Tamil Nadu,Delhi,T30,46-55,Female,12.0,Cheque,Verified
INV003023,05-02-2023,120511,SIP,50000,Tamil Nadu,Delhi,T30,46-55,Female,12.0,Mandate,Verified
INV003023,01-05-2023,119002,Redemption,100000,Tamil Nadu,Delhi,T30,46-55,Female,12.0,Net Banking,Verified
INV003023,08-03-2024,119004,SIP,5000,Tamil Nadu,Delhi,T30,46-55,Female,12.0,UPI,Verified
INV003023,23-10-2025,120841,Redemption,50000,Tamil Nadu,Delhi,T30,46-55,Female,12.0,UPI,Verified
INV003023,12-12-2023,125499,Lumpsum,5000,Tamil Nadu,Delhi,T30,46-55,Female,12.0,Net Banking,Verified
INV003023,13-12-2022,119009,SIP,25000,Tamil Nadu,Delhi,T30,46-55,Female,12.0,Mandate,Verified
INV003024,05-05-2023,120841,SIP,50000,Karnataka,Kolkata,T30,46-55,Female,22.7,UPI,Verified
INV003024,01-10-2023,125494,SIP,1000,Karnataka,Kolkata,T30,46-55,Female,22.7,Net Banking,Verified
INV003024,15-12-2022,118991,Redemption,500,Karnataka,Kolkata,T30,46-55,Female,22.7,UPI,Verified
INV003024,30-05-2025,120850,Lumpsum,50000,Karnataka,Kolkata,T30,46-55,Female,22.7,Cheque,Verified
INV003024,18-06-2023,119003,SIP,100000,Karnataka,Kolkata,T30,46-55,Female,22.7,Cheque,Verified
INV003024,24-02-2022,120503,SIP,25000,Karnataka,Kolkata,T30,46-55,Female,22.7,Mandate,Verified
INV003024,09-10-2025,120503,SIP,50000,Karnataka,Kolkata,T30,46-55,Female,22.7,UPI,Verified
INV003024,14-01-2023,119009,Lumpsum,100000,Karnataka,Kolkata,T30,46-55,Female,22.7,Cheque,Verified
INV003024,18-02-2025,119009,SIP,3000,Karnataka,Kolkata,T30,46-55,Female,22.7,UPI,Verified
INV003024,19-11-2025,118991,SIP,2000,Karnataka,Kolkata,T30,46-55,Female,22.7,Mandate,Verified
INV003025,06-01-2024,125354,Lumpsum,2000,Rajasthan,Surat,T30,46-55,Male,25.3,Net Banking,Verified
INV003025,21-02-2024,125360,SIP,1000,Rajasthan,Surat,T30,46-55,Male,25.3,UPI,Verified
INV003025,26-06-2022,119009,SIP,500,Rajasthan,Surat,T30,46-55,Male,25.3,Cheque,Verified
INV003025,03-09-2023,125496,SIP,3000,Rajasthan,Surat,T30,46-55,Male,25.3,Net Banking,Verified
INV003025,01-07-2024,120511,SIP,5000,Rajasthan,Surat,T30,46-55,Male,25.3,UPI,Verified
INV003025,08-01-2024,120505,SIP,50000,Rajasthan,Surat,T30,46-55,Male,25.3,Mandate,Verified
INV003025,26-02-2024,118989,Redemption,25000,Rajasthan,Surat,T30,46-55,Male,25.3,Cheque,Verified
INV003025,08-10-2023,119847,SIP,10000,Rajasthan,Surat,T30,46-55,Male,25.3,UPI,Verified
INV003025,05-04-2022,118989,SIP,10000,Rajasthan,Surat,T30,46-55,Male,25.3,Mandate,Verified
INV003025,12-09-2024,120846,Redemption,5000,Rajasthan,Surat,T30,46-55,Male,25.3,UPI,Verified
INV003025,16-09-2023,120511,Lumpsum,3000,Rajasthan,Surat,T30,46-55,Male,25.3,Mandate,Verified
INV003025,27-08-2024,119004,SIP,50000,Rajasthan,Surat,T30,46-55,Male,25.3,Cheque,Verified
INV003026,28-07-2023,118632,SIP,2000,Uttar Pradesh,Surat,T30,18-25,Male,18.7,Cheque,Verified
INV003026,24-04-2022,125354,SIP,50000,Uttar Pradesh,Surat,T30,18-25,Male,18.7,UPI,Verified
INV003026,04-07-2025,120507,Redemption,5000,Uttar Pradesh,Surat,T30,18-25,Male,18.7,UPI,Verified
INV003026,19-01-2023,118989,SIP,500,Uttar Pradesh,Surat,T30,18-25,Male,18.7,Net Banking,Verified
INV003026,11-05-2025,118632,Lumpsum,50000,Uttar Pradesh,Surat,T30,18-25,Male,18.7,UPI,Verified
INV003026,12-12-2024,119005,Lumpsum,25000,Uttar Pradesh,Surat,T30,18-25,Male,18.7,UPI,Verified
INV003026,16-09-2022,125356,SIP,25000,Uttar Pradesh,Surat,T30,18-25,Male,18.7,UPI,Verified
INV003026,10-04-2022,120717,SIP,5000,Uttar Pradesh,Surat,T30,18-25,Male,18.7,Mandate,Verified
INV003026,11-09-2024,119007,Redemption,5000,Uttar Pradesh,Surat,T30,18-25,Male,18.7,UPI,Verified
INV003026,18-12-2022,119002,Redemption,25000,Uttar Pradesh,Surat,T30,18-25,Male,18.7,UPI,Verified
INV003026,05-03-2024,125501,SIP,100000,Uttar Pradesh,Surat,T30,18-25,Male,18.7,UPI,Verified
INV003026,27-02-2024,119003,SIP,500,Uttar Pradesh,Surat,T30,18-25,Male,18.7,UPI,Verified
INV003027,30-01-2023,119847,Redemption,100000,Pune,Jaipur,T30,56+,Male,16.3,UPI,Verified
INV003027,24-11-2022,125360,SIP,25000,Pune,Jaipur,T30,56+,Male,16.3,Mandate,Verified
INV003027,27-08-2025,120507,SIP,1000,Pune,Jaipur,T30,56+,Male,16.3,Net Banking,Verified
INV003027,18-11-2023,125501,Redemption,5000,Pune,Jaipur,T30,56+,Male,16.3,UPI,Verified
INV003027,30-01-2024,119004,SIP,3000,Pune,Jaipur,T30,56+,Male,16.3,Net Banking,Verified
INV003027,29-05-2023,119092,SIP,25000,Pune,Jaipur,T30,56+,Male,16.3,UPI,Verified
INV003027,06-12-2022,119555,Lumpsum,2000,Pune,Jaipur,T30,56+,Male,16.3,Cheque,Verified
INV003027,29-01-2025,120850,Redemption,50000,Pune,Jaipur,T30,56+,Male,16.3,Mandate,Verified
INV003027,11-12-2025,125501,SIP,5000,Pune,Jaipur,T30,56+,Male,16.3,UPI,Verified
INV003027,01-05-2023,125497,SIP,10000,Pune,Jaipur,T30,56+,Male,16.3,Net Banking,Verified
INV003027,05-08-2023,118991,SIP,3000,Pune,Jaipur,T30,56+,Male,16.3,UPI,Verified
INV003027,10-04-2022,118991,Redemption,25000,Pune,Jaipur,T30,56+,Male,16.3,Mandate,Verified
INV003027,23-12-2024,119009,SIP,100000,Pune,Jaipur,T30,56+,Male,16.3,Mandate,Verified
INV003028,27-06-2023,125496,Redemption,10000,West Bengal,Delhi,T30,26-35,Male,20.8,Cheque,Verified
INV003028,21-04-2022,120509,SIP,500,West Bengal,Delhi,T30,26-35,Male,20.8,Cheque,Verified
INV003028,15-04-2023,120850,Redemption,100000,West Bengal,Delhi,T30,26-35,Male,20.8,UPI,Verified
INV003028,04-01-2022,119092,SIP,1000,West Bengal,Delhi,T30,26-35,Male,20.8,UPI,Verified
INV003028,04-05-2022,125360,Lumpsum,500,West Bengal,Delhi,T30,26-35,Male,20.8,UPI,Verified
INV003028,01-06-2024,119006,Redemption,5000,West Bengal,Delhi,T30,26-35,Male,20.8,Net Banking,Verified
INV003028,07-04-2023,119006,SIP,1000,West Bengal,Delhi,T30,26-35,Male,20.8,Cheque,Verified
INV003028,02-11-2023,120509,Redemption,5000,West Bengal,Delhi,T30,26-35,Male,20.8,Mandate,Verified
INV003029,10-11-2023,119003,Lumpsum,3000,Pune,Coimbatore,B30,46-55,Male,3.9,UPI,Verified
INV003029,11-07-2022,119003,Lumpsum,50000,Pune,Coimbatore,B30,46-55,Male,3.9,Net Banking,Verified
INV003029,04-08-2023,119551,Lumpsum,50000,Pune,Coimbatore,B30,46-55,Male,3.9,Net Banking,Verified
INV003029,21-09-2024,125497,SIP,25000,Pune,Coimbatore,B30,46-55,Male,3.9,UPI,Verified
INV003029,25-08-2023,125360,Redemption,500,Pune,Coimbatore,B30,46-55,Male,3.9,Net Banking,Verified
INV003029,11-11-2022,120850,Lumpsum,2000,Pune,Coimbatore,B30,46-55,Male,3.9,UPI,Verified
INV003029,29-04-2023,125497,SIP,10000,Pune,Coimbatore,B30,46-55,Male,3.9,Cheque,Verified
INV003029,20-08-2024,119555,SIP,10000,Pune,Coimbatore,B30,46-55,Male,3.9,Cheque,Verified
INV003029,05-09-2025,120503,SIP,10000,Pune,Coimbatore,B30,46-55,Male,3.9,Net Banking,Verified
INV003030,20-07-2022,120505,SIP,2000,Tamil Nadu,Hyderabad,T30,36-45,Male,22.6,UPI,Verified
INV003030,06-01-2024,118632,SIP,5000,Tamil Nadu,Hyderabad,T30,36-45,Male,22.6,UPI,Verified
INV003030,28-08-2024,119001,Lumpsum,100000,Tamil Nadu,Hyderabad,T30,36-45,Male,22.6,Net Banking,Verified
INV003030,18-08-2024,118991,Lumpsum,25000,Tamil Nadu,Hyderabad,T30,36-45,Male,22.6,Mandate,Verified
INV003030,01-05-2023,119003,Redemption,100000,Tamil Nadu,Hyderabad,T30,36-45,Male,22.6,Mandate,Verified
INV003030,12-02-2022,125497,SIP,3000,Tamil Nadu,Hyderabad,T30,36-45,Male,22.6,UPI,Verified
INV003030,15-09-2022,120503,Lumpsum,500,Tamil Nadu,Hyderabad,T30,36-45,Male,22.6,Mandate,Verified
INV003030,16-04-2023,119092,Lumpsum,2000,Tamil Nadu,Hyderabad,T30,36-45,Male,22.6,Mandate,Verified
INV003030,21-08-2022,125494,SIP,5000,Tamil Nadu,Hyderabad,T30,36-45,Male,22.6,Cheque,Verified
INV003030,12-04-2022,118991,SIP,500,Tamil Nadu,Hyderabad,T30,36-45,Male,22.6,UPI,Verified
INV003031,24-09-2024,120505,Redemption,25000,West Bengal,Mumbai,T30,36-45,Male,7.0,Cheque,Verified
INV003031,20-11-2024,119007,SIP,1000,West Bengal,Mumbai,T30,36-45,Male,7.0,Net Banking,Verified
INV003031,30-01-2023,120507,SIP,25000,West Bengal,Mumbai,T30,36-45,Male,7.0,Mandate,Verified
INV003031,13-12-2023,125362,Redemption,10000,West Bengal,Mumbai,T30,36-45,Male,7.0,UPI,Verified
INV003031,29-08-2023,119003,SIP,25000,West Bengal,Mumbai,T30,36-45,Male,7.0,UPI,Verified
INV003031,04-07-2024,119000,Redemption,500,West Bengal,Mumbai,T30,36-45,Male,7.0,Cheque,Verified
INV003031,15-02-2023,125496,Redemption,25000,West Bengal,Mumbai,T30,36-45,Male,7.0,Net Banking,Verified
INV003031,31-07-2025,120717,SIP,100000,West Bengal,Mumbai,T30,36-45,Male,7.0,UPI,Verified
INV003031,03-02-2023,125362,SIP,50000,West Bengal,Mumbai,T30,36-45,Male,7.0,Net Banking,Verified
INV003031,07-11-2024,119006,SIP,25000,West Bengal,Mumbai,T30,36-45,Male,7.0,UPI,Verified
INV003032,15-02-2025,119000,Lumpsum,1000,Andhra Pradesh,Jaipur,T30,18-25,Male,25.7,UPI,Pending
INV003032,10-07-2025,118991,Lumpsum,3000,Andhra Pradesh,Jaipur,T30,18-25,Male,25.7,UPI,Pending
INV003032,04-03-2023,118989,SIP,500,Andhra Pradesh,Jaipur,T30,18-25,Male,25.7,UPI,Pending
INV003032,02-10-2025,125362,SIP,2000,Andhra Pradesh,Jaipur,T30,18-25,Male,25.7,UPI,Pending
INV003032,18-03-2025,119009,SIP,5000,Andhra Pradesh,Jaipur,T30,18-25,Male,25.7,UPI,Pending
INV003032,30-07-2023,125354,SIP,10000,Andhra Pradesh,Jaipur,T30,18-25,Male,25.7,UPI,Pending
INV003032,15-06-2023,125499,SIP,2000,Andhra Pradesh,Jaipur,T30,18-25,Male,25.7,Net Banking,Pending
INV003032,25-04-2022,125354,SIP,2000,Andhra Pradesh,Jaipur,T30,18-25,Male,25.7,Net Banking,Pending
INV003032,23-02-2023,118632,Lumpsum,10000,Andhra Pradesh,Jaipur,T30,18-25,Male,25.7,UPI,Pending
INV003033,07-10-2025,120511,Lumpsum,1000,Karnataka,Jaipur,T30,18-25,Male,16.7,UPI,Verified
INV003033,09-09-2024,119555,SIP,25000,Karnataka,Jaipur,T30,18-25,Male,16.7,Net Banking,Verified
INV003033,26-01-2024,120503,SIP,3000,Karnataka,Jaipur,T30,18-25,Male,16.7,Net Banking,Verified
INV003033,16-03-2024,118989,SIP,500,Karnataka,Jaipur,T30,18-25,Male,16.7,UPI,Verified
INV003034,12-12-2023,125358,Redemption,10000,Andhra Pradesh,Visakhapatnam,B30,26-35,Male,11.9,UPI,Verified
INV003034,05-08-2025,118989,Redemption,10000,Andhra Pradesh,Visakhapatnam,B30,26-35,Male,11.9,Cheque,Verified
INV003034,29-04-2025,125354,SIP,3000,Andhra Pradesh,Visakhapatnam,B30,26-35,Male,11.9,UPI,Verified
INV003034,24-09-2022,119003,SIP,500,Andhra Pradesh,Visakhapatnam,B30,26-35,Male,11.9,UPI,Verified
INV003034,26-05-2022,120717,SIP,25000,Andhra Pradesh,Visakhapatnam,B30,26-35,Male,11.9,Mandate,Verified
INV003034,16-07-2023,125497,SIP,3000,Andhra Pradesh,Visakhapatnam,B30,26-35,Male,11.9,UPI,Verified
INV003034,16-03-2024,125501,SIP,100000,Andhra Pradesh,Visakhapatnam,B30,26-35,Male,11.9,Cheque,Verified
INV003034,19-06-2025,119847,Lumpsum,3000,Andhra Pradesh,Visakhapatnam,B30,26-35,Male,11.9,Cheque,Verified
INV003034,17-08-2025,125358,SIP,100000,Andhra Pradesh,Visakhapatnam,B30,26-35,Male,11.9,Cheque,Verified
INV003034,11-07-2022,125499,SIP,500,Andhra Pradesh,Visakhapatnam,B30,26-35,Male,11.9,Net Banking,Verified
INV003034,06-03-2022,120850,Redemption,3000,Andhra Pradesh,Visakhapatnam,B30,26-35,Male,11.9,Mandate,Verified
INV003035,17-11-2024,119553,SIP,100000,Tamil Nadu,Nagpur,B30,18-25,Female,18.6,UPI,Verified
INV003035,25-08-2022,120511,Lumpsum,1000,Tamil Nadu,Nagpur,B30,18-25,Female,18.6,Cheque,Verified
INV003035,15-12-2022,120503,Redemption,1000,Tamil Nadu,Nagpur,B30,18-25,Female,18.6,Cheque,Verified
INV003035,02-04-2022,120850,SIP,500,Tamil Nadu,Nagpur,B30,18-25,Female,18.6,Mandate,Verified
INV003035,22-01-2025,125497,Redemption,100000,Tamil Nadu,Nagpur,B30,18-25,Female,18.6,UPI,Verified
INV003035,13-08-2025,119002,SIP,500,Tamil Nadu,Nagpur,B30,18-25,Female,18.6,UPI,Verified
INV003035,01-12-2023,119006,SIP,1000,Tamil Nadu,Nagpur,B30,18-25,Female,18.6,Mandate,Verified
INV003035,09-02-2023,120503,Redemption,5000,Tamil Nadu,Nagpur,B30,18-25,Female,18.6,Cheque,Verified
INV003036,15-08-2023,120846,SIP,100000,West Bengal,Patna,B30,46-55,Male,29.7,UPI,Verified
INV003036,03-05-2023,125496,Redemption,500,West Bengal,Patna,B30,46-55,Male,29.7,Cheque,Verified
INV003036,25-05-2025,119847,SIP,50000,West Bengal,Patna,B30,46-55,Male,29.7,Net Banking,Verified
INV003036,22-08-2023,119007,SIP,500,West Bengal,Patna,B30,46-55,Male,29.7,Cheque,Verified
INV003036,29-01-2024,118989,Redemption,100000,West Bengal,Patna,B30,46-55,Male,29.7,Cheque,Verified
INV003036,16-11-2022,120841,Lumpsum,1000,West Bengal,Patna,B30,46-55,Male,29.7,Mandate,Verified
INV003036,04-10-2022,125494,SIP,2000,West Bengal,Patna,B30,46-55,Male,29.7,Net Banking,Verified
INV003036,05-03-2022,118989,Redemption,3000,West Bengal,Patna,B30,46-55,Male,29.7,Mandate,Verified
INV003036,21-04-2025,119553,Lumpsum,2000,West Bengal,Patna,B30,46-55,Male,29.7,UPI,Verified
INV003037,27-10-2023,120717,SIP,1000,Pune,Pune,T30,46-55,Male,18.8,Net Banking,Verified
INV003037,23-02-2024,120509,Redemption,50000,Pune,Pune,T30,46-55,Male,18.8,Cheque,Verified
INV003037,03-04-2024,119001,Lumpsum,1000,Pune,Pune,T30,46-55,Male,18.8,UPI,Verified
INV003037,20-03-2023,125501,SIP,50000,Pune,Pune,T30,46-55,Male,18.8,Mandate,Verified
INV003038,23-04-2022,120846,SIP,5000,Andhra Pradesh,Patna,B30,26-35,Male,30.7,Mandate,Verified
INV003038,18-11-2024,120850,SIP,100000,Andhra Pradesh,Patna,B30,26-35,Male,30.7,UPI,Verified
INV003038,16-06-2025,119092,SIP,50000,Andhra Pradesh,Patna,B30,26-35,Male,30.7,Cheque,Verified
INV003039,14-11-2025,120717,SIP,100000,Gujarat,Delhi,T30,26-35,Male,4.8,UPI,Verified
INV003039,26-10-2022,119092,SIP,2000,Gujarat,Delhi,T30,26-35,Male,4.8,Net Banking,Verified
INV003039,01-04-2022,120503,SIP,1000,Gujarat,Delhi,T30,26-35,Male,4.8,Mandate,Verified
INV003039,18-07-2025,119006,SIP,500,Gujarat,Delhi,T30,26-35,Male,4.8,UPI,Verified
INV003039,29-10-2023,119555,Lumpsum,50000,Gujarat,Delhi,T30,26-35,Male,4.8,Net Banking,Verified
INV003039,06-06-2022,119003,Lumpsum,50000,Gujarat,Delhi,T30,26-35,Male,4.8,Net Banking,Verified
INV003039,08-11-2022,119008,SIP,50000,Gujarat,Delhi,T30,26-35,Male,4.8,Cheque,Verified
INV003039,28-01-2025,120503,Lumpsum,2000,Gujarat,Delhi,T30,26-35,Male,4.8,Net Banking,Verified
INV003039,28-07-2025,120503,Lumpsum,500,Gujarat,Delhi,T30,26-35,Male,4.8,Cheque,Verified
